DATE,GOLD_PRICE,GOLD_OPEN,GOLD_HIGH,GOLD_LOW,GOLD_CHANGE_%
23-06-1993,374,368.75,374,374,1.39
22-06-1993,368.88,369.88,368.88,368.88,-0.26
21-06-1993,369.85,370.5,369.85,369.85,-0.38
18-06-1993,371.25,371,371.25,371.25,-0.01
17-06-1993,371.3,369.9,371.3,371.3,0.36
16-06-1993,369.98,370.12,369.98,369.98,-0.04
15-06-1993,370.12,365.68,370.12,370.12,1.3
14-06-1993,365.38,367.12,365.38,365.38,-0.24
11/6/1993,366.27,369.48,366.27,366.27,-0.77
10/6/1993,369.12,369.88,369.12,369.12,-0.31
9/6/1993,370.25,373.5,370.25,370.25,-0.71
8/6/1993,372.88,373.98,372.88,372.88,-0.27
7/6/1993,373.9,375.55,373.9,373.9,-0.7
4/6/1993,376.55,374.25,376.55,376.55,0.55
3/6/1993,374.5,370,374.5,374.5,1.25
2/6/1993,369.88,368.88,369.88,369.88,0.1
1/6/1993,369.5,379,369.5,369.5,-2.51
31-05-1993,379,379,379,379,0.43
28-05-1993,377.38,382.38,377.38,377.38,-1.02
27-05-1993,381.25,379.75,381.25,381.25,1.69
26-05-1993,374.9,379.5,374.9,374.9,-1.05
25-05-1993,378.88,373.88,378.88,378.88,1.27
24-05-1993,374.12,379.88,374.12,374.12,-0.92
21-05-1993,377.6,374.45,377.6,377.6,0.9
20-05-1993,374.25,372.75,374.25,374.25,0.3
19-05-1993,373.12,378.38,373.12,373.12,-1.19
18-05-1993,377.62,367.27,377.62,377.62,2.92
17-05-1993,366.9,367.45,366.9,366.9,-0.23
14-05-1993,367.75,368.35,367.75,367.75,-0.16
13-05-1993,368.35,361.35,368.35,368.35,1.97
12/5/1993,361.25,356.4,361.25,361.25,1.43
11/5/1993,356.15,355.9,356.15,356.15,0.01
10/5/1993,356.1,355.9,356.1,356.1,-0.01
7/5/1993,356.12,357.43,356.12,356.12,-0.29
6/5/1993,357.15,354.45,357.15,357.15,0.86
5/5/1993,354.1,354.25,354.1,354.1,-0.07
4/5/1993,354.35,353.75,354.35,354.35,0.23
3/5/1993,353.55,356,353.55,353.55,-0.58
30-04-1993,355.6,355.6,355.6,355.6,-0.18
29-04-1993,356.25,353.45,356.25,356.25,0.91
28-04-1993,353.05,350.05,353.05,353.05,0.89
27-04-1993,349.95,351.9,349.95,349.95,-0.65
26-04-1993,352.25,345.5,352.25,352.25,1.77
23-04-1993,346.12,341.38,346.12,346.12,1.61
22-04-1993,340.65,339.15,340.65,340.65,0.46
21-04-1993,339.1,339.55,339.1,339.1,-0.15
20-04-1993,339.6,340.1,339.6,339.6,-0.15
19-04-1993,340.1,338.55,340.1,340.1,0.43
16-04-1993,338.65,337.15,338.65,338.65,0.46
15-04-1993,337.1,339,337.1,337.1,-0.52
14-04-1993,338.85,337.15,338.85,338.85,0.49
13-04-1993,337.2,336.75,337.2,337.2,0.13
12/4/1993,336.75,337.75,336.75,336.75,-0.27
9/4/1993,337.65,337,337.65,337.65,0.09
8/4/1993,337.35,337.65,337.35,337.35,-0.09
7/4/1993,337.65,337.35,337.65,337.65,0
6/4/1993,337.65,339.05,337.65,337.65,-0.4
5/4/1993,339,340.95,339,339,-0.4
2/4/1993,340.35,338.25,340.35,340.35,0.59
1/4/1993,338.35,336.65,338.35,338.35,0.4
31-03-1993,337,336.55,337,337,0.12
30-03-1993,336.6,332.25,336.6,336.6,1.31
29-03-1993,332.25,332.75,332.25,332.25,-0.03
26-03-1993,332.35,332.45,332.35,332.35,-0.03
25-03-1993,332.45,332.45,332.45,332.45,0.03
24-03-1993,332.35,331.65,332.35,332.35,0.18
23-03-1993,331.75,332.55,331.75,331.75,-0.3
22-03-1993,332.75,331.85,332.75,332.75,0.29
19-03-1993,331.8,330.55,331.8,331.8,0.39
18-03-1993,330.5,329.25,330.5,330.5,0.44
17-03-1993,329.05,329.15,329.05,329.05,-0.02
16-03-1993,329.1,329.1,329.1,329.1,-0.02
15-03-1993,329.15,327.85,329.15,329.15,0.35
12/3/1993,328,327.15,328,328,0.29
11/3/1993,327.05,326.55,327.05,327.05,0.2
10/3/1993,326.4,326.95,326.4,326.4,-0.18
9/3/1993,327,327.3,327,327,-0.08
8/3/1993,327.25,329.75,327.25,327.25,-0.76
5/3/1993,329.75,328.65,329.75,329.75,0.21
4/3/1993,329.05,328.8,329.05,329.05,0.02
3/3/1993,329,329.55,329,329,-0.2
2/3/1993,329.65,328.75,329.65,329.65,0.3
1/3/1993,328.65,328.55,328.65,328.65,0.06
26-02-1993,328.45,329.45,328.45,328.45,-0.32
25-02-1993,329.5,329.35,329.5,329.5,0.02
24-02-1993,329.45,330.45,329.45,329.45,-0.35
23-02-1993,330.6,327.8,330.6,330.6,0.76
22-02-1993,328.1,330,328.1,328.1,-0.59
19-02-1993,330.05,330.35,330.05,330.05,-0.06
18-02-1993,330.25,330.45,330.25,330.25,-0.12
17-02-1993,330.65,332.35,330.65,330.65,-0.47
16-02-1993,332.2,328.75,332.2,332.2,1.05
15-02-1993,328.75,329.1,328.75,328.75,-0.06
12/2/1993,328.95,331.4,328.95,328.95,-0.77
11/2/1993,331.5,331.9,331.5,331.5,-0.18
10/2/1993,332.1,328.45,332.1,332.1,1.1
9/2/1993,328.5,328,328.5,328.5,0.21
8/2/1993,327.8,328.05,327.8,327.8,-0.05
5/2/1993,327.95,328.35,327.95,327.95,-0.14
4/2/1993,328.4,328.6,328.4,328.4,-0.11
3/2/1993,328.75,329.75,328.75,328.75,-0.27
2/2/1993,329.65,330,329.65,329.65,-0.06
1/2/1993,329.85,329.95,329.85,329.85,0
29-01-1993,329.85,330.15,329.85,329.85,-0.11
28-01-1993,330.2,329.75,330.2,330.2,0.11
27-01-1993,329.85,331,329.85,329.85,-0.42
26-01-1993,331.25,329.05,331.25,331.25,0.7
25-01-1993,328.95,328.75,328.95,328.95,0.06
22-01-1993,328.75,329.55,328.75,328.75,-0.26
21-01-1993,329.6,329.75,329.6,329.6,-0.09
20-01-1993,329.9,328.65,329.9,329.9,0.32
19-01-1993,328.85,329,328.85,328.85,0.11
18-01-1993,328.5,328.05,328.5,328.5,0.24
15-01-1993,327.7,327.8,327.7,327.7,0
14-01-1993,327.7,327.9,327.7,327.7,-0.14
13-01-1993,328.15,328.85,328.15,328.15,-0.23
12/1/1993,328.9,328.1,328.9,328.9,0.23
11/1/1993,328.15,329.1,328.15,328.15,-0.39
8/1/1993,329.45,329.4,329.45,329.45,-0.03
7/1/1993,329.55,330.35,329.55,329.55,-0.11
6/1/1993,329.9,329.15,329.9,329.9,0.2
5/1/1993,329.25,328.65,329.25,329.25,0.21
4/1/1993,328.55,333.05,328.55,328.55,-1.38
31-12-1992,333.15,333.35,333.15,333.15,-0.07
30-12-1992,333.4,333.05,333.4,333.4,0.12
29-12-1992,333,333.25,333,333,-0.08
28-12-1992,333.25,333.5,333.25,333.25,-0.22
25-12-1992,334,333,334,334,0.27
24-12-1992,333.1,333.3,333.1,333.1,-0.05
23-12-1992,333.25,332.85,333.25,333.25,0.24
22-12-1992,332.45,334.15,332.45,332.45,-0.52
21-12-1992,334.2,337.2,334.2,334.2,-0.89
18-12-1992,337.2,338.2,337.2,337.2,-0.31
17-12-1992,338.25,337.5,338.25,338.25,0.15
16-12-1992,337.75,334.6,337.75,337.75,0.9
15-12-1992,334.75,334.7,334.75,334.75,-0.01
14-12-1992,334.8,335.25,334.8,334.8,-0.13
11/12/1992,335.25,334,335.25,335.25,0.33
10/12/1992,334.15,333.95,334.15,334.15,0.09
9/12/1992,333.85,335.45,333.85,333.85,-0.52
8/12/1992,335.6,336.15,335.6,335.6,-0.16
7/12/1992,336.15,335.65,336.15,336.15,0.06
4/12/1992,335.96,335.66,335.96,335.96,0.12
3/12/1992,335.55,335.85,335.55,335.55,-0.1
2/12/1992,335.9,334.75,335.9,335.9,0.22
1/12/1992,335.15,334.4,335.15,335.15,0.18
30-11-1992,334.55,334.55,334.55,334.55,-0.06
27-11-1992,334.75,334.85,334.75,334.75,-0.03
26-11-1992,334.85,333.7,334.85,334.85,0.36
25-11-1992,333.65,334.85,333.65,333.65,-0.36
24-11-1992,334.85,334.5,334.85,334.85,0.09
23-11-1992,334.55,335.9,334.55,334.55,-0.27
20-11-1992,335.45,335.35,335.45,335.45,0.06
19-11-1992,335.25,334.95,335.25,335.25,0.07
18-11-1992,335,335.55,335,335,-0.13
17-11-1992,335.45,334.45,335.45,335.45,0.24
16-11-1992,334.65,336.05,334.65,334.65,-0.39
13-11-1992,335.95,333.75,335.95,335.95,0.9
12/11/1992,332.95,332.8,332.95,332.95,0.21
11/11/1992,332.25,330.75,332.25,332.25,0.61
10/11/1992,330.25,333.4,330.25,330.25,-0.93
9/11/1992,333.35,336,333.35,333.35,-0.73
6/11/1992,335.8,336.6,335.8,335.8,-0.28
5/11/1992,336.75,337.35,336.75,336.75,-0.24
4/11/1992,337.55,338.05,337.55,337.55,-0.12
3/11/1992,337.95,340.05,337.95,337.95,-0.59
2/11/1992,339.95,339.65,339.95,339.95,0.07
30-10-1992,339.7,339.5,339.7,339.7,0.01
29-10-1992,339.65,339.25,339.65,339.65,0.15
28-10-1992,339.15,337.65,339.15,339.15,0.47
27-10-1992,337.55,340.7,337.55,337.55,-0.94
26-10-1992,340.75,343.6,340.75,340.75,-0.76
23-10-1992,343.35,342.4,343.35,343.35,0.23
22-10-1992,342.55,343.75,342.55,342.55,-0.35
21-10-1992,343.75,343.6,343.75,343.75,0
20-10-1992,343.75,342.75,343.75,343.75,0.31
19-10-1992,342.7,342.8,342.7,342.7,0.13
16-10-1992,342.25,341.35,342.25,342.25,0.26
15-10-1992,341.35,342,341.35,341.35,-0.12
14-10-1992,341.75,344.45,341.75,341.75,-0.78
13-10-1992,344.45,346.05,344.45,344.45,-0.42
12/10/1992,345.9,350.95,345.9,345.9,-1.33
9/10/1992,350.55,350,350.55,350.55,0.16
8/10/1992,350,351.05,350,350,-0.24
7/10/1992,350.85,350.45,350.85,350.85,0.13
6/10/1992,350.4,350.5,350.4,350.4,-0.1
5/10/1992,350.75,349,350.75,350.75,0.63
2/10/1992,348.55,348.15,348.55,348.55,0.06
1/10/1992,348.35,348.55,348.35,348.35,-0.06
30-09-1992,348.55,348.95,348.55,348.55,-0.06
29-09-1992,348.75,348.1,348.75,348.75,0.19
28-09-1992,348.1,349.65,348.1,348.1,-0.34
25-09-1992,349.3,349.2,349.3,349.3,-0.01
24-09-1992,349.35,348.9,349.35,349.35,0.11
23-09-1992,348.95,349.9,348.95,348.95,-0.16
22-09-1992,349.5,347.7,349.5,349.5,0.52
21-09-1992,347.7,350.25,347.7,347.7,-1.01
18-09-1992,351.25,348.15,351.25,351.25,0.93
17-09-1992,348,349.35,348,348,-0.34
16-09-1992,349.2,346.45,349.2,349.2,0.85
15-09-1992,346.25,346.65,346.25,346.25,-0.13
14-09-1992,346.7,339.25,346.7,346.7,1.67
11/9/1992,341,342.25,341,341,-0.34
10/9/1992,342.15,342.05,342.15,342.15,0.03
9/9/1992,342.05,342.05,342.05,342.05,-0.12
8/9/1992,342.45,342.45,342.45,342.45,-0.2
7/9/1992,343.15,342.05,343.15,343.15,0.48
4/9/1992,341.5,341.4,341.5,341.5,0.1
3/9/1992,341.15,339.1,341.15,341.15,0.66
2/9/1992,338.9,340.75,338.9,338.9,-0.54
1/9/1992,340.75,342.35,340.75,340.75,-0.5
31-08-1992,342.45,340.1,342.45,342.45,0.81
28-08-1992,339.7,339.05,339.7,339.7,0.16
27-08-1992,339.15,338.25,339.15,339.15,0.22
26-08-1992,338.4,340.35,338.4,338.4,-0.62
25-08-1992,340.5,341.55,340.5,340.5,-0.38
24-08-1992,341.8,338.25,341.8,341.8,1.23
21-08-1992,337.65,337.75,337.65,337.65,-0.03
20-08-1992,337.75,337.75,337.75,337.75,-0.03
19-08-1992,337.85,336.25,337.85,337.85,0.49
18-08-1992,336.2,337.35,336.2,336.2,-0.31
17-08-1992,337.25,336.1,337.25,337.25,0.51
14-08-1992,335.55,335.25,335.55,335.55,0.13
13-08-1992,335.1,340.6,335.1,335.1,-1.51
12/8/1992,340.25,347.95,340.25,340.25,-2.2
11/8/1992,347.9,350.05,347.9,347.9,-0.64
10/8/1992,350.15,350.85,350.15,350.15,-0.13
7/8/1992,350.6,349.55,350.6,350.6,0.3
6/8/1992,349.55,349.75,349.55,349.55,-0.03
5/8/1992,349.65,353.05,349.65,349.65,-0.99
4/8/1992,353.15,353.35,353.15,353.15,-0.03
3/8/1992,353.25,358.25,353.25,353.25,-1.29
31-07-1992,357.85,356.95,357.85,357.85,0.31
30-07-1992,356.75,356.85,356.75,356.75,0.03
29-07-1992,356.65,359.2,356.65,356.65,-0.72
28-07-1992,359.25,359.25,359.25,359.25,0.34
27-07-1992,358.05,358.75,358.05,358.05,-0.4
24-07-1992,359.5,357.95,359.5,359.5,0.42
23-07-1992,358,359.35,358,358,-0.35
22-07-1992,359.25,357.55,359.25,359.25,0.45
21-07-1992,357.65,358.85,357.65,357.65,-0.35
20-07-1992,358.9,358,358.9,358.9,0.48
17-07-1992,357.2,352.5,357.2,357.2,1.33
16-07-1992,352.5,353.7,352.5,352.5,-0.34
15-07-1992,353.7,350.85,353.7,353.7,0.81
14-07-1992,350.85,349.25,350.85,350.85,0.54
13-07-1992,348.95,348.55,348.95,348.95,0.2
10/7/1992,348.25,348.45,348.25,348.25,-0.13
9/7/1992,348.7,347.35,348.7,348.7,0.39
8/7/1992,347.35,346.3,347.35,347.35,0.27
7/7/1992,346.4,346.55,346.4,346.4,-0.07
6/7/1992,346.65,346.15,346.65,346.65,0.12
3/7/1992,346.25,346.25,346.25,346.25,0
2/7/1992,346.25,344.15,346.25,346.25,0.61
1/7/1992,344.15,343.3,344.15,344.15,0.26
30-06-1992,343.25,343.75,343.25,343.25,-0.13
29-06-1992,343.7,342.5,343.7,343.7,0.34
26-06-1992,342.55,343.05,342.55,342.55,-0.15
25-06-1992,343.05,342.95,343.05,343.05,0.04
24-06-1992,342.9,344.2,342.9,342.9,-0.42
23-06-1992,344.35,343.45,344.35,344.35,0.26
22-06-1992,343.45,341.4,343.45,343.45,0.73
19-06-1992,340.95,342.45,340.95,340.95,-0.45
18-06-1992,342.5,341.55,342.5,342.5,0.26
17-06-1992,341.6,342.05,341.6,341.6,-0.16
16-06-1992,342.15,342.85,342.15,342.15,-0.18
15-06-1992,342.75,342.55,342.75,342.75,0
12/6/1992,342.75,340.25,342.75,342.75,0.73
11/6/1992,340.25,337.85,340.25,340.25,0.7
10/6/1992,337.9,338.05,337.9,337.9,-0.04
9/6/1992,338.05,338.3,338.05,338.05,-0.03
8/6/1992,338.15,338.8,338.15,338.15,-0.18
5/6/1992,338.75,338.75,338.75,338.75,0
4/6/1992,338.75,338.55,338.75,338.75,0.07
3/6/1992,338.5,338.75,338.5,338.5,-0.13
2/6/1992,338.95,337.75,338.95,338.95,0.33
1/6/1992,337.85,336.75,337.85,337.85,0.39
29-05-1992,336.55,337.2,336.55,336.55,-0.22
28-05-1992,337.3,337.85,337.3,337.3,-0.15
27-05-1992,337.8,338.2,337.8,337.8,-0.1
26-05-1992,338.15,338.45,338.15,338.15,-0.06
25-05-1992,338.35,337.95,338.35,338.35,0.15
22-05-1992,337.85,337.2,337.85,337.85,0.21
21-05-1992,337.15,337.9,337.15,337.15,-0.22
20-05-1992,337.9,337.9,337.9,337.9,0.03
19-05-1992,337.8,338.7,337.8,337.8,-0.25
18-05-1992,338.65,338.55,338.65,338.65,0
15-05-1992,338.65,340.35,338.65,338.65,0.3
14-05-1992,337.65,338.35,337.65,337.65,0.54
13-05-1992,335.85,336.45,335.85,335.85,0.25
12/5/1992,335,336.75,335,335,-0.45
11/5/1992,336.5,337.15,336.5,336.5,0.25
8/5/1992,335.65,337.75,335.65,335.65,0.06
7/5/1992,335.45,336.95,335.45,335.45,-0.39
6/5/1992,336.75,337.45,336.75,336.75,-0.09
5/5/1992,337.05,337.45,337.05,337.05,0.09
4/5/1992,336.75,338.5,336.75,336.75,-0.53
1/5/1992,338.55,338.65,338.55,338.55,0.42
30-04-1992,337.15,337.75,337.15,337.15,0.42
29-04-1992,335.75,336.95,335.75,335.75,-0.16
28-04-1992,336.3,337.75,336.3,336.3,0.04
27-04-1992,336.15,337.1,336.15,336.15,-0.1
24-04-1992,336.5,338.25,336.5,336.5,-0.55
23-04-1992,338.35,340.05,338.35,338.35,-0.09
22-04-1992,338.65,340.85,338.65,338.65,-0.5
21-04-1992,340.35,342.05,340.35,340.35,0.99
20-04-1992,337,338.15,337,337,-0.3
17-04-1992,338,338.25,338,338,0.19
16-04-1992,337.35,337.55,337.35,337.35,0.43
15-04-1992,335.9,341.31,335.9,335.9,-1.06
14-04-1992,339.5,339.75,339.5,339.5,0.04
13-04-1992,339.35,342.75,339.35,339.35,-0.5
10/4/1992,341.05,342.75,341.05,341.05,0.43
9/4/1992,339.6,339.6,339.6,339.6,0.52
8/4/1992,337.85,339.15,337.85,337.85,-0.21
7/4/1992,338.55,340.35,338.55,338.55,-0.44
6/4/1992,340.05,341.1,340.05,340.05,-0.25
3/4/1992,340.9,342,340.9,340.9,0.1
2/4/1992,340.55,343.15,340.55,340.55,-0.58
1/4/1992,342.55,345,342.55,342.55,-0.25
31-03-1992,343.4,344.95,343.4,343.4,0.45
30-03-1992,341.85,344,341.85,341.85,-0.18
27-03-1992,342.45,343.35,342.45,342.45,0.5
26-03-1992,340.75,341.55,340.75,340.75,-0.15
25-03-1992,341.25,343.25,341.25,341.25,0.49
24-03-1992,339.6,339.9,339.6,339.6,0.4
23-03-1992,338.25,339.25,338.25,338.25,-0.06
20-03-1992,338.45,340.1,338.45,338.45,-0.15
19-03-1992,338.95,339.85,338.95,338.95,0.09
18-03-1992,338.65,342,338.65,338.65,-0.56
17-03-1992,340.55,344.25,340.55,340.55,-0.87
16-03-1992,343.55,348.1,343.55,343.55,-0.98
13-03-1992,346.95,349.05,346.95,346.95,-0.13
12/3/1992,347.4,351.6,347.4,347.4,-0.83
11/3/1992,350.3,350.85,350.3,350.3,0.36
10/3/1992,349.05,349.55,349.05,349.05,0
9/3/1992,349.05,349.75,349.05,349.05,-0.13
6/3/1992,349.5,352.7,349.5,349.5,-0.63
5/3/1992,351.7,351.85,351.7,351.7,0.3
4/3/1992,350.65,350.95,350.65,350.65,0.01
3/3/1992,350.6,353.35,350.6,350.6,-0.27
2/3/1992,351.55,353.6,351.55,351.55,-0.44
28-02-1992,353.1,354.2,353.1,353.1,-0.18
27-02-1992,353.75,355.45,353.75,353.75,1.17
26-02-1992,349.65,350.1,349.65,349.65,0.01
25-02-1992,349.6,351.5,349.6,349.6,-0.1
24-02-1992,349.95,351.85,349.95,349.95,-0.37
21-02-1992,351.25,354,351.25,351.25,-0.59
20-02-1992,353.35,353.95,353.35,353.35,0.11
19-02-1992,352.95,354.05,352.95,352.95,-0.03
18-02-1992,353.05,354.95,353.05,353.05,-0.34
17-02-1992,354.25,354.75,354.25,354.25,0.25
14-02-1992,353.35,356.15,353.35,353.35,-0.63
13-02-1992,355.6,358.4,355.6,355.6,-0.61
12/2/1992,357.8,358.6,357.8,357.8,0.49
11/2/1992,356.05,357.05,356.05,356.05,0.11
10/2/1992,355.65,356.35,355.65,355.65,0.25
7/2/1992,354.75,357.25,354.75,354.75,-0.23
6/2/1992,355.55,357.05,355.55,355.55,-0.04
5/2/1992,355.7,356.65,355.7,355.7,-0.07
4/2/1992,355.95,356.85,355.95,355.95,-0.01
3/2/1992,356,357.85,356,356,-0.28
31-01-1992,357,359.35,357,357,0.73
30-01-1992,354.4,357.75,354.4,354.4,-0.58
29-01-1992,356.45,358.85,356.45,356.45,0.15
28-01-1992,355.9,357.15,355.9,355.9,0.24
27-01-1992,355.05,357.25,355.05,355.05,0.08
24-01-1992,354.75,356.75,354.75,354.75,-0.03
23-01-1992,354.85,359.75,354.85,354.85,-0.77
22-01-1992,357.6,358.35,357.6,357.6,-0.04
21-01-1992,357.75,358.63,357.75,357.75,-0.03
20-01-1992,357.85,361.05,357.85,357.85,1.06
17-01-1992,354.1,358.1,354.1,354.1,-0.69
16-01-1992,356.55,358.55,356.55,356.55,0.68
15-01-1992,354.15,356.55,354.15,354.15,-0.2
14-01-1992,354.85,355.95,354.85,354.85,0.25
13-01-1992,353.95,356.85,353.95,353.95,-0.67
10/1/1992,356.35,359.4,356.35,356.35,-0.25
9/1/1992,357.25,358.55,357.25,357.25,1.85
8/1/1992,350.75,351.65,350.75,350.75,0.34
7/1/1992,349.55,350.45,349.55,349.55,-0.06
6/1/1992,349.75,351.5,349.75,349.75,-0.29
3/1/1992,350.75,354,350.75,350.75,-0.48
2/1/1992,352.45,354.65,352.45,352.45,-0.52
1/1/1992,354.3,354.3,354.3,354.3,0
31-12-1991,354.3,354.7,354.3,354.3,0.38
30-12-1991,352.95,354.9,352.95,352.95,-0.3
27-12-1991,354,356.55,354,354,-0.34
26-12-1991,355.2,359.25,355.2,355.2,-0.99
25-12-1991,358.75,360.5,358.75,358.75,-0.22
24-12-1991,359.55,360.1,359.55,359.55,-0.01
23-12-1991,359.6,361.25,359.6,359.6,0.25
20-12-1991,358.7,359.6,358.7,358.7,0.27
19-12-1991,357.75,359.55,357.75,357.75,-0.36
18-12-1991,359.05,359.55,359.05,359.05,0.64
17-12-1991,356.75,359.25,356.75,356.75,-0.65
16-12-1991,359.1,360.65,359.1,359.1,-0.03
13-12-1991,359.2,360.2,359.2,359.2,0.34
12/12/1991,358,367.15,358,358,-2.24
11/12/1991,366.2,368.8,366.2,366.2,-0.56
10/12/1991,368.25,371.26,368.25,368.25,-0.19
9/12/1991,368.95,372.05,368.95,368.95,0
6/12/1991,368.95,370.25,368.95,368.95,0.6
5/12/1991,366.75,367.25,366.75,366.75,0.45
4/12/1991,365.1,366.5,365.1,365.1,0.4
3/12/1991,363.65,367.27,363.65,363.65,-0.79
2/12/1991,366.55,369.15,366.55,366.55,-0.37
29-11-1991,367.9,368,367.9,367.9,0.51
28-11-1991,366.05,368.1,366.05,366.05,-0.46
27-11-1991,367.75,368.75,367.75,367.75,0.57
26-11-1991,365.65,368.1,365.65,365.65,-0.58
25-11-1991,367.8,369.85,367.8,367.8,-0.31
22-11-1991,368.95,369.45,368.95,368.95,0.35
21-11-1991,367.65,370.05,367.65,367.65,1.02
20-11-1991,363.95,364.95,363.95,363.95,0.26
19-11-1991,363,364.75,363,363,0.74
18-11-1991,360.35,361.95,360.35,360.35,0.31
15-11-1991,359.25,360.25,359.25,359.25,1.17
14-11-1991,355.1,357.2,355.1,355.1,-0.35
13-11-1991,356.35,357.45,356.35,356.35,0.13
